552	1	US Postal Service	Attn:  Supt. Window Services	PO Box 7005	Madison	WI	53707	(800) 555-1205	Alberto	Francesco	1
400	44	"Courier Companies, Inc"	PO Box 5317	null	Boston	MA	2206	(508) 555-6351	Antavius	Troy	4
572	45	Naylor Publications Inc	PO Box 40513	null	Jacksonville	FL	32231	(800) 555-6041	Gerald	Kristofer	3
540	46	Open Horizons Publishing	Book Marketing Update	PO Box 205	Fairfield	IA	52556	(515) 555-6130	Damien	Deborah	2
572	47	Baker & Taylor Books	"Five Lakepointe Plaza, Ste 500"	2709 Water Ridge Parkway	Charlotte	NC	28217	(704) 555-3500	Bernardo	Brittnee	3
574	48	Fresno County Tax Collector	PO Box 1192	null	Fresno	CA	93715	(559) 555-3482	Brenton	Kila	3
572	49	Mcgraw Hill Companies	PO Box 87373	null	Chicago	IL	60680	(614) 555-3663	Holbrooke	Rashad	3
572	50	Publishers Weekly	Box 1979	null	Marion	OH	43305	(800) 555-1669	Carrollton	Priscilla	3
510	51	Blue Shield of California	PO Box 7021	null	Anaheim	CA	92850	(415) 555-5103	Smith	Kylie	3
551	52	Aztek Label	Accounts Payable	1150 N Tustin Ave	Anaheim	CA	92807	(714) 555-9000	Griffin	Brian	3
590	53	Gary McKeighan Insurance	3649 W Beechwood Ave #101	null	Fresno	CA	93711	(559) 555-2420	Jair	Caitlin	3
540	54	Ph Photographic Services	2384 E Gettysburg	null	Fresno	CA	93726	(559) 555-0765	Cheyenne	Kaylea	3
540	55	Quality Education Data	PO Box 95857	null	Chicago	IL	60694	(800) 555-5811	Misael	Kayle	2
523	56	Springhouse Corp	PO Box 7247-7051	null	Philadelphia	PA	19170	(215) 555-8700	Maeve	Clarence	3
536	57	The Windows Deck	117 W Micheltorena Top Floor	null	Santa Barbara	CA	93101	(800) 555-3353	Wood	Liam	3
523	58	Fresno Rack & Shelving Inc	4718 N Bendel Ave	null	Fresno	CA	93722	null	Baylee	Dakota	2
572	59	Publishers Marketing Assoc	627 Aviation Way	null	Manhatttan Beach	CA	90266	(310) 555-2732	Walker	Jovon	3
540	60	The Mailers Guide Co	PO Box 1550	null	New Rochelle	NY	10802	null	Lacy	Karina	3
574	61	American Booksellers Assoc	828 S Broadway	null	Tarrytown	NY	10591	(800) 555-0037	Angelica	Nashalie	3
540	62	Cmg Information Services	PO Box 2283	null	Boston	MA	2107	(508) 555-7000	Randall	Yash	3
570	63	Lou Gentile's Flower Basket	722 E Olive Ave	null	Fresno	CA	93728	(559) 555-6643	Anum	Trisha	1
582	64	Texaco	PO Box 6070	null	Inglewood	CA	90312	null	Oren	Grace	3
551	65	The Drawing Board	PO Box 4758	null	Carol Stream	IL	60197	null	Mckayla	Jeffery	2
532	66	Ascom Hasler Mailing Systems	PO Box 895	null	Shelton	CT	6484	null	Lewis	Darnell	3
589	67	Bill Jones	Secretary Of State	PO Box 944230	Sacramento	CA	94244	null	Deasia	Tristin	3
540	68	Computer Library	3502 W Greenway #7	null	Phoenix	AZ	85023	(602) 547-0331	Aryn	Leroy	3
532	69	Frank E Wilber Co	2437 N Sunnyside	null	Fresno	CA	93727	(559) 555-1881	Millerton	Johnathon	3
555	70	Fresno Credit Bureau	PO Box 942	null	Fresno	CA	93714	(559) 555-7900	Braydon	Anne	2
572	71	The Fresno Bee	1626 E Street	null	Fresno	CA	93786	(559) 555-4442	Colton	Leah	2
400	72	Data Reproductions Corp	4545 Glenmeade Lane	null	Auburn Hills	MI	48326	(810) 555-3700	Arodondo	Cesar	3
570	73	Executive Office Products	353 E Shaw Ave	null	Fresno	CA	93710	(559) 555-1704	Danielson	Rachael	2
570	74	Leslie Company	PO Box 610	null	Olathe	KS	66061	(800) 255-6210	Alondra	Zev	3
589	75	Retirement Plan Consultants	"6435 North Palm Ave, Ste 101"	null	Fresno	CA	93704	(559) 555-7070	Edgardo	Salina	3
540	76	Simon Direct Inc	4 Cornwall Dr Ste 102	null	East Brunswick	NJ	8816	(908) 555-7222	Bradlee	Daniel	2
631	77	State Board Of Equalization	PO Box 942808	null	Sacramento	CA	94208	(916) 555-4911	Dean	Julissa	1
540	78	The Presort Center	"1627 ""E"" Street"	null	Fresno	CA	93706	(559) 555-6151	Marissa	Kyle	3
551	79	Valprint	PO Box 12332	null	Fresno	CA	93777	(559) 555-3112	Warren	Quentin	3
540	80	"Cardinal Business Media, Inc."	P O Box 7247-7844	null	Philadelphia	PA	19170	(215) 555-1500	Eulalia	Kelsey	2
160	81	"Wang Laboratories, Inc."	P.O. Box 21209	null	Pasadena	CA	91185	(800) 555-0344	Kapil	Robert	2
572	82	Reiter's Scientific & Pro Books	2021 K Street Nw	null	Washington	DC	20006	(202) 555-5561	Rodolfo	Carlee	2
541	83	Ingram	PO Box 845361	null	Dallas	TX	75284	null	Yobani	Trey	2
540	84	Boucher Communications Inc	1300 Virginia Dr. Ste 400	null	Fort Washington	PA	19034	(215) 555-8000	Carson	Julian	3
540	85	Champion Printing Company	3250 Spring Grove Ave	null	Cincinnati	OH	45225	(800) 555-1957	Clifford	Jillian	3
572	86	Computerworld	Department #1872	PO Box 61000	San Francisco	CA	94161	(617) 555-0700	Lloyd	Angel	1
568	87	DMV Renewal	PO Box 942894	null	Sacramento	CA	94294	null	Josey	Lorena	4
540	88	Edward Data Services	4775 E Miami River Rd	null	Cleves	OH	45002	(513) 555-3043	Helena	Jeanette	1
522	89	Evans Executone Inc	4918 Taylor Ct	null	Turlock	CA	95380	null	Royce	Hannah	1
170	90	Wakefield Co	295 W Cromwell Ave Ste 106	null	Fresno	CA	93711	(559) 555-4744	Rothman	Nathanael	2
570	91	McKesson Water Products	P O Box 7126	null	Pasadena	CA	91109	(800) 555-7009	Destin	Luciano	2
540	92	Zip Print & Copy Center	PO Box 12332	null	Fresno	CA	93777	(233) 555-6400	Javen	Justin	2
522	93	AT&T	PO Box 78225	null	Phoenix	AZ	85062	null	Wesley	Alisha	3
150	94	Abbey Office Furnishings	4150 W Shaw Ave	null	Fresno	CA	93722	(559) 555-8300	Francis	Kyra	2
522	95	Pacific Bell	null	null	Sacramento	CA	95887	(209) 555-7500	Nickalus	Kurt	2
160	96	Wells Fargo Bank	Business Mastercard	P.O. Box 29479	Phoenix	AZ	85038	(947) 555-3900	Damion	Mikayla	2
572	97	Compuserve	Dept L-742	null	Columbus	OH	43260	(614) 555-8600	Armando	Jan	2
160	98	American Express	Box 0001	null	Los Angeles	CA	90096	(800) 555-3344	Story	Kirsten	2
400	99	Bertelsmann Industry Svcs. Inc	28210 N Avenue Stanford	null	Valencia	CA	91355	(805) 555-0584	Potter	Lance	3
540	100	Cahners Publishing Company	Citibank Lock Box 4026	8725 W Sahara Zone 1127	The Lake	NV	89163	(301) 555-2162	Jacobsen	Samuel	4
170	101	California Business Machines	Gallery Plz	5091 N Fresno	Fresno	CA	93710	(559) 555-5570	Rohansen	Anders	2
570	102	Coffee Break Service	PO Box 1091	null	Fresno	CA	93714	(559) 555-8700	Smitzen	Jeffrey	4
589	103	Dean Witter Reynolds	9 River Pk Pl E 400	null	Boston	MA	2134	(508) 555-8737	Johnson	Vance	5
589	104	Digital Dreamworks	5070 N Sixth Ste. 71	null	Fresno	CA	93711	null	Elmert	Ron	3
591	105	Dristas Groom & McCormick	7112 N Fresno St Ste 200	null	Fresno	CA	93720	(559) 555-8484	Aaronsen	Thom	3
582	106	Ford Motor Credit Company	Dept 0419	null	Los Angeles	CA	90084	(800) 555-7000	Snyder	Karen	3
507	107	Franchise Tax Board	PO Box 942857	null	Sacramento	CA	94257	null	Prado	Anita	4
523	108	Gostanian General Building	427 W Bedford #102	null	Fresno	CA	93711	(559) 555-5100	Bragg	Walter	4
540	109	Kent H Landsberg Co	File No 72686	PO Box 61000	San Francisco	CA	94160	(916) 555-8100	Stevens	Wendy	3
400	110	Malloy Lithographing Inc	5411 Jackson Road	PO Box 1124	Ann Arbor	MI	48106	(313) 555-6113	Regging	Abe	3
572	111	"Net Asset, Llc"	1315 Van Ness Ave Ste. 103	null	Fresno	CA	93721	null	Kraggin	Laura	1
570	112	Office Depot	File No 81901	null	Los Angeles	CA	90074	(800) 555-1711	Pinsippi	Val	3
520	113	Pollstar	4697 W Jacquelyn Ave	null	Fresno	CA	93722	(559) 555-2631	Aranovitch	Robert	5
552	114	Postmaster	Postage Due Technician	1900 E Street	Fresno	CA	93706	(559) 555-7785	Finklestein	Fyodor	1
553	115	"Roadway Package System, Inc"	Dept La 21095	null	Pasadena	CA	91185	null	Smith	Sam	4
631	116	State of California	Employment Development Dept	PO Box 826276	Sacramento	CA	94230	(209) 555-5132	Articunia	Mercedez	1
521	117	Suburban Propane	2874 S Cherry Ave	null	Fresno	CA	93706	(559) 555-2770	Spivak	Harold	3
582	118	Unocal	P.O. Box 860070	null	Pasadena	CA	91186	(415) 555-7600	Bluzinski	Rachael	3
589	119	"Yesmed, Inc"	PO Box 2061	null	Fresno	CA	93718	(559) 555-0600	Hernandez	Reba	2
551	120	Dataforms/West	1617 W. Shaw Avenue	Suite F	Fresno	CA	93711	null	Church	Charlie	3
403	121	Zylka Design	3467 W Shaw Ave #103	null	Fresno	CA	93711	(559) 555-8625	Ronaldsen	Jaime	3
553	122	United Parcel Service	P.O. Box 505820	null	Reno	NV	88905	(800) 555-0855	Beauregard	Violet	3
553	123	Federal Express Corporation	P.O. Box 1140	Dept A	Memphis	TN	38101	(800) 555-4091	Bucket	Charlie	3
